Customer ID,Total Sales Amount
CUST4492,2854.36
CUST7938,2847.96
CUST8811,2847.63
CUST3365,2828.48
CUST2939,2826.01
CUST7738,2821.95
CUST5658,2812.76
CUST2316,2805.4
CUST2553,2802.62
CUST6898,2799.06
CUST8241,2795.92
CUST8439,2794.02
CUST9977,2793.72
CUST6353,2788.96
CUST6948,2785.2
CUST4376,2783.97
CUST5401,2771.08
CUST3306,2768.22
CUST3909,2767.86
CUST6116,2762.28
CUST6572,2762.0
CUST8359,2759.48
CUST6554,2757.92
CUST1464,2755.62
CUST7446,2752.0
CUST2880,2749.26
CUST1309,2748.05
CUST6651,2741.04
CUST1073,2731.45
CUST7121,2731.1
CUST7260,2731.02
CUST7284,2728.8
CUST6294,2726.76
CUST4744,2724.4
CUST8165,2722.1
CUST2860,2708.6
CUST1689,2708.08
CUST2958,2707.46
CUST3791,2706.76
CUST4433,2704.8
CUST8389,2703.2
CUST9396,2699.4
CUST4039,2690.88
CUST3187,2690.4
CUST6214,2687.96
CUST4545,2686.11
CUST2918,2682.06
CUST5710,2681.48
CUST9355,2679.24
CUST7423,2677.76
CUST2930,2653.25
CUST4875,2640.62
CUST8961,2631.24
CUST1612,2629.3
CUST3750,2627.65
CUST2317,2626.5299999999997
CUST5682,2623.7200000000003
CUST4910,2619.62
CUST8839,2618.58
CUST8976,2614.44
CUST9967,2613.25
CUST4759,2608.24
CUST4815,2604.18
CUST8244,2597.07
CUST9650,2594.48
CUST3557,2594.18
CUST7375,2592.0
CUST3127,2589.68
CUST4295,2589.34
CUST6970,2587.64
CUST8738,2585.46
CUST5045,2584.02
CUST5186,2581.76
CUST2246,2578.58
CUST4469,2577.55
CUST1748,2574.93
CUST1373,2573.86
CUST8497,2570.91
CUST1981,2568.66
CUST2790,2561.82
CUST4978,2560.76
CUST5812,2559.24
CUST6464,2558.98
CUST1474,2554.42
CUST3872,2549.8
CUST1166,2545.44
CUST9662,2531.7
CUST4465,2522.2
CUST2293,2521.76
CUST4811,2512.5
CUST3705,2506.35
CUST9210,2499.8
CUST9181,2497.71
CUST9618,2489.04
CUST5546,2483.45
CUST4537,2482.9
CUST1840,2480.24
CUST7847,2471.76
CUST9445,2471.1
CUST4694,2466.04
CUST6532,2465.94
CUST8555,2462.9
CUST4592,2456.5
CUST1385,2453.46
CUST4925,2448.16
CUST6430,2430.15
CUST4087,2430.04
CUST4435,2421.98
CUST8047,2414.92
CUST9417,2409.55
CUST8753,2404.8
CUST8433,2397.8
CUST9461,2396.12
CUST8778,2396.1
CUST4035,2394.7
CUST4209,2389.45
CUST4325,2384.31
CUST4776,2375.6
CUST8800,2371.8
CUST4169,2371.77
CUST7528,2369.13
CUST2779,2368.44
CUST2951,2362.9700000000003
CUST4201,2359.2
CUST4813,2358.76
CUST9821,2358.06
CUST3535,2357.06
CUST5414,2351.62
CUST5951,2347.46
CUST9304,2333.38
CUST1422,2323.71
CUST3703,2305.82
CUST3732,2300.06
CUST7863,2295.5
CUST1786,2290.46
CUST9172,2287.8
CUST1115,2286.92
CUST6728,2285.58
CUST5965,2276.64
CUST1311,2275.62
CUST1585,2274.72
CUST3724,2269.94
CUST4095,2264.9
CUST7613,2261.76
CUST7118,2259.9
CUST7664,2255.55
CUST5601,2253.76
CUST3202,2246.13
CUST6229,2229.1
CUST5677,2223.9
CUST7777,2223.75
CUST3309,2223.4
CUST8940,2220.18
CUST9469,2219.06
CUST9834,2218.59
CUST4879,2203.52
CUST7853,2203.4
CUST4006,2193.45
CUST6687,2186.45
CUST9379,2181.9
CUST8299,2177.31
CUST9116,2174.24
CUST9769,2172.02
CUST5014,2169.72
CUST7105,2165.78
CUST5226,2153.82
CUST4450,2150.56
CUST2733,2148.45
CUST8338,2138.45
CUST9120,2135.82
CUST3140,2121.45
CUST6169,2117.16
CUST5732,2105.74
CUST1272,2103.56
CUST5492,2100.76
CUST6991,2098.6
CUST6972,2087.0
CUST1372,2084.58
CUST3601,2080.52
CUST1928,2065.26
CUST9616,2062.53
CUST6542,2052.35
CUST4921,2040.54
CUST1781,2034.18
CUST1746,2019.66
CUST2534,2016.06
CUST7034,2008.75
CUST1042,2003.65
CUST5368,2002.06
CUST7098,1999.89
CUST8312,1997.78
CUST2950,1997.46
CUST7226,1996.17
CUST5694,1995.47
CUST7840,1993.95
CUST3784,1990.42
CUST8482,1979.97
CUST4554,1977.0
CUST4463,1975.8
CUST7066,1970.46
CUST9805,1961.99
CUST7041,1959.65
CUST7807,1957.65
CUST8116,1956.38
CUST6437,1956.33
CUST5653,1954.73
CUST6806,1951.2
CUST2985,1950.54
CUST5100,1949.9
CUST8475,1949.54
CUST1879,1948.2
CUST9253,1935.42
CUST9998,1935.39
CUST5788,1934.52
CUST4133,1933.11
CUST7712,1931.95
CUST8801,1927.64
CUST1229,1927.6
CUST7870,1927.15
CUST7604,1926.03
CUST4703,1922.66
CUST5575,1918.8
CUST7016,1912.05
CUST6631,1909.13
CUST6664,1907.61
CUST4117,1901.46
CUST5479,1901.42
CUST3892,1898.6
CUST5121,1885.26
CUST9607,1883.12
CUST8843,1881.0
CUST9048,1880.38
CUST4780,1876.38
CUST7465,1872.82
CUST3548,1870.25
CUST2232,1870.1
CUST2654,1868.5
CUST4018,1866.94
CUST8549,1865.9099999999999
CUST6982,1865.3
CUST5793,1864.99
CUST4673,1863.78
CUST5465,1859.53
CUST2812,1859.2
CUST6189,1854.48
CUST5858,1854.0
CUST2992,1853.64
CUST2976,1850.73
CUST2418,1848.6
CUST1453,1847.29
CUST4817,1845.6100000000001
CUST1367,1845.41
CUST7185,1840.74
CUST1498,1840.31
CUST6045,1837.67
CUST5335,1836.7
CUST6359,1836.2
CUST8616,1835.87
CUST6377,1834.8
CUST5050,1834.33
CUST4242,1827.17
CUST5900,1826.5
CUST5134,1824.9
CUST4582,1823.94
CUST4895,1820.46
CUST9656,1820.04
CUST6058,1818.32
CUST2891,1818.3
CUST9796,1814.16
CUST7980,1809.0
CUST3965,1805.79
CUST6158,1801.52
CUST9065,1800.71
CUST8009,1792.35
CUST4101,1791.61
CUST3480,1790.32
CUST6949,1788.04
CUST6520,1785.19
CUST5398,1784.19
CUST6957,1778.08
CUST9939,1777.3
CUST5851,1775.31
CUST6936,1775.08
CUST1360,1774.1
CUST3520,1773.4
CUST2674,1772.88
CUST5375,1771.2
CUST7802,1769.3
CUST9466,1767.58
CUST7247,1766.2
CUST4416,1764.24
CUST8152,1760.69
CUST9264,1760.66
CUST6467,1756.32
CUST9685,1755.43
CUST1607,1755.31
CUST1613,1754.86
CUST8274,1752.68
CUST7579,1750.85
CUST7389,1747.94
CUST6133,1744.8500000000001
CUST4964,1744.63
CUST4604,1744.62
CUST4569,1744.4
CUST9969,1743.8300000000002
CUST8034,1743.05
CUST3097,1740.6799999999998
CUST2855,1737.61
CUST7452,1723.1
CUST5804,1722.7
CUST6616,1721.6
CUST3115,1717.69
CUST2771,1712.48
CUST2610,1709.46
CUST9027,1708.52
CUST2935,1707.9
CUST8664,1707.78
CUST4818,1702.91
CUST2895,1702.8
CUST6095,1698.36
CUST9781,1690.52
CUST9313,1689.58
CUST5054,1679.27
CUST2646,1677.05
CUST6693,1673.64
CUST3741,1673.1
CUST9435,1669.23
CUST9972,1665.52
CUST7906,1658.42
CUST4888,1658.05
CUST7746,1656.08
CUST1392,1648.4
CUST1616,1644.01
CUST7924,1640.24
CUST6354,1639.23
CUST4046,1638.54
CUST4787,1637.35
CUST5488,1635.98
CUST5941,1634.33
CUST2454,1634.1
CUST7702,1626.52
CUST3292,1625.76
CUST5394,1623.7
CUST9381,1623.0700000000002
CUST6815,1623.0
CUST3851,1622.1
CUST8094,1620.6
CUST5695,1613.33
CUST5701,1607.56
CUST7868,1596.78
CUST6338,1593.72
CUST3582,1593.44
CUST2602,1584.24
CUST8807,1583.42
CUST1034,1580.12
CUST8485,1578.95
CUST3735,1573.48
CUST2614,1573.25
CUST5834,1566.6
CUST5690,1566.28
CUST5996,1564.75
CUST6695,1559.62
CUST9004,1555.98
CUST5055,1554.2
CUST2261,1553.58
CUST6836,1551.56
CUST7842,1545.48
CUST3759,1543.1
CUST3418,1542.54
CUST7990,1541.88
CUST5670,1536.82
CUST6364,1520.44
CUST9126,1519.1799999999998
CUST8408,1517.94
CUST5667,1515.02
CUST8890,1514.77
CUST8916,1512.86
CUST5273,1508.91
CUST6108,1508.5
CUST1133,1508.15
CUST9183,1506.33
CUST8562,1505.71
CUST6134,1500.72
CUST1483,1494.26
CUST5162,1494.21
CUST7944,1491.42
CUST3832,1488.76
CUST5299,1485.56
CUST5331,1484.62
CUST2239,1480.48
CUST7299,1475.16
CUST5416,1472.52
CUST1418,1471.3
CUST2271,1469.1
CUST8463,1468.08
CUST1028,1459.1
CUST2105,1455.0
CUST8002,1454.24
CUST5898,1453.99
CUST1772,1448.19
CUST2118,1443.48
CUST8884,1440.05
CUST1956,1438.83
CUST5429,1434.1
CUST4438,1428.78
CUST6629,1427.1
CUST1554,1421.14
CUST2655,1421.0
CUST7754,1419.2
CUST9419,1409.02
CUST9146,1408.32
CUST1479,1407.37
CUST1009,1406.43
CUST6914,1400.52
CUST4719,1395.28
CUST3153,1394.18
CUST7597,1389.83
CUST4631,1381.4
CUST9077,1377.23
CUST7553,1373.4
CUST1006,1370.26
CUST6534,1369.68
CUST6333,1363.6
CUST8020,1362.84
CUST1761,1362.04
CUST1674,1359.94
CUST4562,1354.11
CUST9612,1354.0
CUST4443,1353.9
CUST8743,1348.23
CUST5655,1341.6
CUST4825,1337.17
CUST4884,1337.0
CUST8785,1336.14
CUST4245,1335.02
CUST2440,1334.5
CUST4628,1333.62
CUST9087,1326.58
CUST8520,1325.88
CUST6036,1325.55
CUST4418,1324.96
CUST4304,1324.76
CUST5423,1321.24
CUST5687,1312.0700000000002
CUST6150,1310.71
CUST5930,1307.92
CUST9595,1302.34
CUST8644,1301.75
CUST1541,1300.8
CUST2849,1298.71
CUST7875,1298.32
CUST7276,1296.44
CUST8966,1292.61
CUST6792,1290.37
CUST5409,1288.49
CUST3342,1286.2
CUST3376,1283.07
CUST7628,1282.64
CUST2299,1281.6
CUST8684,1280.72
CUST4909,1277.74
CUST8240,1277.46
CUST5564,1277.16
CUST5447,1271.64
CUST5654,1271.06
CUST2514,1266.43
CUST1847,1266.33
CUST7295,1262.9
CUST4894,1261.74
CUST1069,1261.46
CUST5195,1253.06
CUST1980,1251.0
CUST5262,1250.85
CUST8544,1249.5
CUST3357,1249.29
CUST3364,1249.18
CUST5873,1246.18
CUST2876,1245.58
CUST9647,1244.61
CUST2492,1243.8
CUST8006,1241.76
CUST8212,1238.32
CUST1287,1236.73
CUST9885,1232.88
CUST8810,1228.5
CUST1996,1220.7
CUST9493,1217.27
CUST1989,1215.48
CUST5135,1210.3
CUST4696,1206.56
CUST7275,1205.64
CUST4543,1204.74
CUST2848,1203.83
CUST7217,1196.32
CUST4722,1195.18
CUST4839,1192.96
CUST6450,1191.67
CUST6443,1191.1
CUST3458,1189.6
CUST9248,1186.68
CUST2068,1186.63
CUST4618,1182.1399999999999
CUST9620,1179.38
CUST8321,1169.6
CUST8953,1169.18
CUST7312,1166.5
CUST2344,1165.1
CUST8914,1162.25
CUST1802,1158.08
CUST6470,1157.56
CUST1573,1157.04
CUST3653,1154.88
CUST6397,1154.07
CUST9859,1149.25
CUST9232,1144.52
CUST6485,1144.1
CUST2597,1143.91
CUST6931,1141.44
CUST9324,1131.84
CUST8658,1131.16
CUST8515,1127.88
CUST7269,1124.99
CUST9092,1123.28
CUST3779,1120.1
CUST1019,1113.9
CUST2119,1108.17
CUST3964,1108.08
CUST5098,1106.62
CUST2726,1104.4
CUST9198,1104.18
CUST5955,1098.98
CUST9325,1097.44
CUST6173,1096.82
CUST1617,1094.84
CUST9521,1093.6
CUST3204,1090.96
CUST3973,1088.58
CUST1364,1085.37
CUST4942,1084.56
CUST4617,1079.36
CUST7086,1074.76
CUST6716,1073.28
CUST7679,1070.02
CUST3294,1065.57
CUST8947,1062.28
CUST4923,1062.2
CUST6734,1057.82
CUST7681,1056.34
CUST8194,1052.98
CUST2277,1045.85
CUST4542,1041.82
CUST6196,1038.06
CUST3609,1037.31
CUST2116,1035.0
CUST7792,1034.04
CUST3549,1032.95
CUST5369,1030.67
CUST7431,1023.08
CUST7032,1018.65
CUST1223,1017.27
CUST8268,1014.43
CUST7045,1009.5
CUST9129,1008.71
CUST9093,1006.64
CUST4486,1004.55
CUST5253,1004.43
CUST5120,1001.12
CUST5402,1000.64
CUST1982,997.11
CUST4274,996.09
CUST7761,995.86
CUST2932,994.42
CUST1504,992.1
CUST4865,991.5899999999999
CUST2516,989.78
CUST9471,989.46
CUST9206,978.65
CUST4651,978.0
CUST3975,975.87
CUST2791,974.6
CUST3266,968.33
CUST5588,966.0
CUST7985,964.27
CUST6043,960.68
CUST8123,954.48
CUST3978,953.68
CUST8163,950.19
CUST4680,948.23
CUST7759,946.42
CUST3568,943.12
CUST1897,933.45
CUST3160,932.58
CUST2721,925.67
CUST2665,919.08
CUST2265,918.28
CUST2926,915.71
CUST9641,910.26
CUST9938,903.76
CUST9233,895.96
CUST8420,894.73
CUST4408,894.32
CUST7326,891.73
CUST7741,888.05
CUST9317,887.62
CUST5750,881.91
CUST1325,877.05
CUST3837,873.2
CUST6252,869.76
CUST8024,868.04
CUST6348,862.56
CUST7131,860.45
CUST2707,859.86
CUST6408,859.16
CUST1096,858.93
CUST2563,857.16
CUST1804,855.2
CUST8409,854.72
CUST1563,850.6
CUST4484,847.75
CUST7061,843.77
CUST1536,838.86
CUST3085,835.23
CUST7570,833.34
CUST2422,828.84
CUST5893,825.93
CUST5663,825.63
CUST7320,825.37
CUST6997,819.42
CUST5874,818.98
CUST7879,815.88
CUST5888,815.07
CUST3718,810.37
CUST6199,810.22
CUST6857,808.74
CUST7245,797.36
CUST7976,795.25
CUST2556,793.58
CUST5790,792.35
CUST2074,792.15
CUST7049,787.79
CUST8278,784.8
CUST3940,781.72
CUST3080,776.73
CUST1658,775.6
CUST7764,766.34
CUST6417,765.32
CUST5263,765.28
CUST1102,763.04
CUST3259,762.93
CUST6573,761.98
CUST8479,760.29
CUST9875,755.07
CUST4835,753.66
CUST7187,753.6
CUST4993,753.12
CUST8120,753.12
CUST5010,750.68
CUST4357,746.97
CUST4401,744.28
CUST8705,744.27
CUST7132,732.75
CUST4957,726.64
CUST2792,726.52
CUST2881,723.28
CUST3869,722.15
CUST7022,720.9
CUST4487,720.37
CUST3801,712.35
CUST5843,711.9
CUST4331,708.41
CUST4698,708.29
CUST8677,707.65
CUST4221,707.4
CUST2829,701.85
CUST4635,701.34
CUST4287,698.84
CUST2519,693.99
CUST6114,693.97
CUST3173,693.15
CUST7013,687.26
CUST6056,686.76
CUST1515,679.38
CUST1135,671.38
CUST5711,670.14
CUST1615,664.12
CUST6469,663.7
CUST9025,663.09
CUST7383,658.56
CUST7537,656.46
CUST2149,650.14
CUST4131,648.08
CUST7779,637.4
CUST5430,632.43
CUST3848,631.24
CUST5471,625.22
CUST2964,624.82
CUST6541,624.19
CUST9348,616.46
CUST4643,603.06
CUST9771,600.2
CUST7052,596.17
CUST8336,592.99
CUST9688,589.2
CUST7716,587.99
CUST3883,584.61
CUST4329,579.84
CUST5581,579.31
CUST1701,578.84
CUST1686,577.05
CUST2915,574.61
CUST5189,573.76
CUST1502,572.6
CUST7218,571.95
CUST7184,571.95
CUST9729,570.6
CUST4969,565.8
CUST4850,559.79
CUST1868,557.31
CUST6535,554.99
CUST7307,549.62
CUST6548,544.04
CUST1740,538.77
CUST1690,537.57
CUST4439,536.38
CUST4225,533.09
CUST9519,529.71
CUST3805,518.7
CUST6093,513.61
CUST6918,509.87
CUST2322,506.14
CUST9670,497.88
CUST2104,497.0
CUST9710,486.48
CUST6906,484.2
CUST1168,482.49
CUST9984,480.96
CUST6268,478.78
CUST8441,476.68
CUST6967,472.77
CUST6973,470.38
CUST1863,467.08
CUST3862,466.83
CUST1421,459.84
CUST6148,458.57
CUST6212,457.17
CUST4283,451.77
CUST1326,450.54
CUST5015,448.98
CUST9156,433.38
CUST4415,433.28
CUST3995,432.18
CUST9049,427.37
CUST3249,424.88
CUST2710,423.96
CUST1214,421.52
CUST6438,414.62
CUST1050,412.97
CUST5769,410.64
CUST9779,408.3
CUST5859,407.74
CUST1088,407.55
CUST9067,393.05
CUST4828,384.51
CUST5146,383.55
CUST6227,383.22
CUST3345,381.46
CUST2544,376.83
CUST6250,374.45
CUST3273,372.63
CUST4983,368.17
CUST3744,366.87
CUST6969,365.11
CUST7274,362.46
CUST4645,359.79
CUST3314,358.56
CUST8528,357.32
CUST6538,344.97
CUST5514,337.52
CUST4629,335.84
CUST4745,334.85
CUST4106,334.25
CUST8118,334.05
CUST9434,331.46
CUST1873,327.66
CUST4705,322.7
CUST2506,322.03
CUST8257,320.94
CUST9978,318.68
CUST6588,315.93
CUST2487,315.75
CUST1945,315.25
CUST1910,313.42
CUST4048,308.87
CUST4427,307.82
CUST5202,299.61
CUST2498,299.36
CUST1160,299.34
CUST2927,296.56
CUST9371,294.64
CUST7601,293.63
CUST6912,289.64
CUST8804,287.03
CUST6235,283.98
CUST4317,283.62
CUST4140,283.44
CUST8239,280.0
CUST3349,278.98
CUST4155,272.15
CUST1723,271.36
CUST5216,270.93
CUST1459,263.46
CUST3920,263.24
CUST5407,259.24
CUST8204,258.92
CUST4880,257.3
CUST5810,256.58
CUST9869,252.7
CUST6203,252.58
CUST7656,250.1
CUST4564,250.06
CUST8358,248.4
CUST4077,240.46
CUST4258,239.17
CUST4701,236.92
CUST5422,236.36
CUST9100,234.86
CUST4498,233.84
CUST6576,231.08
CUST1946,230.4
CUST9364,229.92
CUST8676,229.5
CUST3542,227.85
CUST5061,226.76
CUST6002,225.87
CUST6064,225.47
CUST8214,222.82
CUST5678,221.84
CUST9917,218.23
CUST6717,217.84
CUST4586,217.02
CUST9629,213.92
CUST6102,209.52
CUST5041,208.44
CUST2084,205.2
CUST7087,204.48
CUST7296,200.04
CUST1327,196.03
CUST4846,194.76
CUST7030,194.1
CUST1998,193.89
CUST8436,193.76
CUST2705,193.65
CUST7059,193.6
CUST5600,192.49
CUST9039,190.95
CUST6387,188.42
CUST8774,181.04
CUST8373,175.64
CUST6798,173.27
CUST9332,171.15
CUST4338,165.6
CUST6432,164.15
CUST2042,162.68
CUST4396,161.85
CUST1650,160.99
CUST9033,153.78
CUST2725,149.79
CUST6080,145.15
CUST2618,140.42
CUST3628,139.49
CUST8190,138.81
CUST2582,135.16
CUST8247,134.7
CUST4105,134.66
CUST7470,131.82
CUST3821,127.8
CUST4833,124.0
CUST1204,114.08
CUST8496,107.7
CUST5860,104.77
CUST3768,102.09
CUST4445,99.45
CUST7208,97.85
CUST9398,93.61
CUST2500,93.22
CUST6328,91.7
CUST9922,88.48
CUST2122,75.28
CUST1112,73.52
CUST8600,72.5
CUST4104,57.49
CUST2832,56.67
CUST2963,55.65
CUST2746,52.86
CUST8448,49.81
CUST2095,47.61
CUST5150,45.75
CUST9585,39.94
CUST9314,38.66
CUST5291,37.44
CUST8392,31.42
CUST5883,28.05
CUST7982,26.0
CUST3200,23.72
CUST1679,20.81
CUST7784,20.24
CUST2765,17.64
CUST8495,17.6
CUST5319,8.16
CUST8680,6.05
CUST8954,0.0
CUST7342,0.0
CUST1797,0.0
